chr,loc,snpid
Chr8,150253014,Chr8_150253014
Chr8,150254296,Chr8_150254296
Chr8,150254409,Chr8_150254409
Chr8,150254781,Chr8_150254781
Chr8,150255056,Chr8_150255056
Chr8,15001271,Chr8_15001271
Chr8,15001490,Chr8_15001490
Chr8,15001574,Chr8_15001574
Chr8,15001585,Chr8_15001585
Chr8,15001619,Chr8_15001619
Chr8,15001670,Chr8_15001670
Chr8,15001829,Chr8_15001829
Chr8,15002676,Chr8_15002676
Chr8,15003046,Chr8_15003046
Chr8,15003113,Chr8_15003113
Chr8,15003320,Chr8_15003320
Chr8,15003451,Chr8_15003451
Chr8,15003734,Chr8_15003734
Chr8,15003849,Chr8_15003849
Chr8,15004417,Chr8_15004417
Chr8,15004454,Chr8_15004454
Chr8,150334409,Chr8_150334409
Chr8,150334774,Chr8_150334774
Chr8,150335041,Chr8_150335041
Chr8,150335050,Chr8_150335050
Chr8,150335217,Chr8_150335217
Chr8,150335266,Chr8_150335266
Chr8,150342031,Chr8_150342031
Chr8,150342112,Chr8_150342112
Chr8,150346628,Chr8_150346628
Chr8,150347735,Chr8_150347735
Chr8,150403743,Chr8_150403743
Chr8,150403830,Chr8_150403830
Chr8,150552566,Chr8_150552566
Chr8,150552686,Chr8_150552686
Chr8,150552727,Chr8_150552727
Chr8,150552791,Chr8_150552791
Chr8,150552908,Chr8_150552908
Chr8,150554232,Chr8_150554232
Chr8,150556289,Chr8_150556289
Chr8,150556401,Chr8_150556401
Chr8,150556700,Chr8_150556700
Chr8,150558325,Chr8_150558325
Chr8,150558356,Chr8_150558356
Chr8,150561170,Chr8_150561170
Chr8,150561354,Chr8_150561354
Chr8,150562015,Chr8_150562015
Chr8,150566969,Chr8_150566969
Chr8,150750182,Chr8_150750182
Chr8,150931005,Chr8_150931005
Chr8,150931594,Chr8_150931594
Chr8,150936928,Chr8_150936928
Chr8,150978565,Chr8_150978565
Chr8,150978624,Chr8_150978624
Chr8,150978819,Chr8_150978819
Chr8,150978849,Chr8_150978849
Chr8,150979047,Chr8_150979047
Chr8,150979080,Chr8_150979080
Chr8,150980588,Chr8_150980588
Chr8,150981849,Chr8_150981849
Chr8,150982092,Chr8_150982092
Chr8,150984976,Chr8_150984976
Chr8,150985049,Chr8_150985049
Chr8,150985201,Chr8_150985201
Chr8,150987347,Chr8_150987347
Chr8,150987449,Chr8_150987449
Chr8,150994050,Chr8_150994050
Chr8,150994101,Chr8_150994101
Chr8,150994620,Chr8_150994620
Chr8,150996339,Chr8_150996339
Chr8,151002540,Chr8_151002540
Chr8,151149322,Chr8_151149322
Chr8,151230875,Chr8_151230875
Chr8,151281003,Chr8_151281003
Chr8,151281069,Chr8_151281069
Chr8,151281553,Chr8_151281553
Chr8,151281632,Chr8_151281632
Chr8,151281657,Chr8_151281657
Chr8,151281757,Chr8_151281757
Chr8,151371515,Chr8_151371515
Chr8,151371537,Chr8_151371537
Chr8,15102144,Chr8_15102144
Chr8,15102178,Chr8_15102178
Chr8,15102241,Chr8_15102241
Chr8,15102516,Chr8_15102516
Chr8,15103182,Chr8_15103182
Chr8,15103530,Chr8_15103530
Chr8,15103608,Chr8_15103608
Chr8,15103824,Chr8_15103824
Chr8,15103878,Chr8_15103878
Chr8,39793614,Chr8_39793614
Chr8,39793586,Chr8_39793586
Chr8,151513614,Chr8_151513614
Chr8,151513488,Chr8_151513488
Chr8,151513464,Chr8_151513464
Chr8,151509198,Chr8_151509198
Chr8,151509112,Chr8_151509112
Chr8,151509043,Chr8_151509043
Chr8,151508938,Chr8_151508938
Chr8,151508893,Chr8_151508893
Chr8,151508659,Chr8_151508659
Chr8,151508256,Chr8_151508256
Chr8,151595392,Chr8_151595392
Chr8,151594837,Chr8_151594837
Chr8,151594670,Chr8_151594670
Chr8,151593927,Chr8_151593927
Chr8,151707082,Chr8_151707082
Chr8,151706978,Chr8_151706978
Chr8,151705204,Chr8_151705204
Chr8,151705177,Chr8_151705177
Chr8,151705159,Chr8_151705159
Chr8,15170551,Chr8_15170551
Chr8,15170799,Chr8_15170799
Chr8,151688934,Chr8_151688934
Chr8,151688923,Chr8_151688923
Chr8,151688695,Chr8_151688695
Chr8,151688507,Chr8_151688507
Chr8,151886850,Chr8_151886850
Chr8,151892509,Chr8_151892509
Chr8,151892680,Chr8_151892680
Chr8,151892749,Chr8_151892749
Chr8,151892854,Chr8_151892854
Chr8,151893121,Chr8_151893121
Chr8,151893255,Chr8_151893255
Chr8,152112360,Chr8_152112360
Chr8,152112365,Chr8_152112365
Chr8,152112456,Chr8_152112456
Chr8,152112736,Chr8_152112736
Chr8,152112808,Chr8_152112808
Chr8,152112918,Chr8_152112918
Chr8,152115031,Chr8_152115031
Chr8,152117484,Chr8_152117484
Chr8,15172049,Chr8_15172049
Chr8,15172222,Chr8_15172222
Chr8,15172230,Chr8_15172230
Chr8,15172621,Chr8_15172621
Chr8,152165077,Chr8_152165077
Chr8,152165201,Chr8_152165201
Chr8,152166605,Chr8_152166605
Chr8,15173876,Chr8_15173876
Chr8,152170649,Chr8_152170649
Chr8,15174037,Chr8_15174037
Chr8,15174040,Chr8_15174040
Chr8,15174085,Chr8_15174085
Chr8,15174243,Chr8_15174243
Chr8,15174244,Chr8_15174244
Chr8,15174252,Chr8_15174252
Chr8,15174257,Chr8_15174257
Chr8,15174615,Chr8_15174615
Chr8,15174625,Chr8_15174625
Chr8,15174637,Chr8_15174637
Chr8,15174740,Chr8_15174740
Chr8,15174741,Chr8_15174741
Chr8,15174810,Chr8_15174810
Chr8,15174838,Chr8_15174838
Chr8,15174881,Chr8_15174881
Chr8,15227656,Chr8_15227656
Chr8,15227731,Chr8_15227731
Chr8,15228073,Chr8_15228073
Chr8,15228101,Chr8_15228101
Chr8,152633424,Chr8_152633424
Chr8,152633661,Chr8_152633661
Chr8,152633765,Chr8_152633765
Chr8,152634069,Chr8_152634069
Chr8,152634293,Chr8_152634293
Chr8,152634344,Chr8_152634344
Chr8,152634365,Chr8_152634365
Chr8,152634563,Chr8_152634563
Chr8,152634575,Chr8_152634575
Chr8,152634695,Chr8_152634695
Chr8,152635401,Chr8_152635401
Chr8,152635541,Chr8_152635541
Chr8,152642439,Chr8_152642439
Chr8,152705202,Chr8_152705202
Chr8,15273574,Chr8_15273574
Chr8,15273879,Chr8_15273879
Chr8,15277790,Chr8_15277790
Chr8,15278017,Chr8_15278017
Chr8,15278301,Chr8_15278301
Chr8,15278538,Chr8_15278538
Chr8,15280131,Chr8_15280131
Chr8,152931964,Chr8_152931964
Chr8,152934836,Chr8_152934836
Chr8,152935166,Chr8_152935166
Chr8,152937433,Chr8_152937433
Chr8,152937580,Chr8_152937580
Chr8,152937601,Chr8_152937601
Chr8,152937881,Chr8_152937881
Chr8,152938037,Chr8_152938037
Chr8,152941002,Chr8_152941002
Chr8,152941166,Chr8_152941166
Chr8,152945080,Chr8_152945080
Chr8,153158888,Chr8_153158888
Chr8,153162175,Chr8_153162175
Chr8,153273979,Chr8_153273979
Chr8,153276977,Chr8_153276977
Chr8,153279339,Chr8_153279339
Chr8,153279387,Chr8_153279387
Chr8,153381137,Chr8_153381137
Chr8,153385245,Chr8_153385245
Chr8,153385253,Chr8_153385253
Chr8,153385548,Chr8_153385548
Chr8,153385756,Chr8_153385756
Chr8,153386005,Chr8_153386005
Chr8,153387445,Chr8_153387445
Chr8,153387508,Chr8_153387508
Chr8,153387835,Chr8_153387835
Chr8,153387999,Chr8_153387999
Chr8,153389220,Chr8_153389220
Chr8,153389231,Chr8_153389231
Chr8,153389239,Chr8_153389239
Chr8,153389613,Chr8_153389613
Chr8,153516985,Chr8_153516985
Chr8,153521164,Chr8_153521164
Chr8,153521173,Chr8_153521173
Chr8,153521846,Chr8_153521846
Chr8,153521858,Chr8_153521858
Chr8,153521926,Chr8_153521926
Chr8,153522065,Chr8_153522065
Chr8,153522372,Chr8_153522372
Chr8,153522456,Chr8_153522456
Chr8,153522516,Chr8_153522516
Chr8,153522677,Chr8_153522677
Chr8,153524397,Chr8_153524397
Chr8,153524897,Chr8_153524897
Chr8,153530235,Chr8_153530235
Chr8,153530608,Chr8_153530608
Chr8,153530636,Chr8_153530636
Chr8,153530768,Chr8_153530768
Chr8,153530816,Chr8_153530816
Chr8,153530885,Chr8_153530885
Chr8,153644659,Chr8_153644659
Chr8,153644789,Chr8_153644789
Chr8,153645284,Chr8_153645284
Chr8,153645422,Chr8_153645422
Chr8,153645740,Chr8_153645740
Chr8,153672599,Chr8_153672599
Chr8,153754446,Chr8_153754446
Chr8,153754486,Chr8_153754486
Chr8,153755437,Chr8_153755437
Chr8,153756136,Chr8_153756136
Chr8,153756182,Chr8_153756182
Chr8,153756205,Chr8_153756205
Chr8,153756319,Chr8_153756319
Chr8,153756453,Chr8_153756453
Chr8,153956013,Chr8_153956013
Chr8,153956399,Chr8_153956399
Chr8,153956445,Chr8_153956445
Chr8,153958925,Chr8_153958925
Chr8,154129479,Chr8_154129479
Chr8,154349731,Chr8_154349731
Chr8,154349995,Chr8_154349995
Chr8,154350488,Chr8_154350488
Chr8,154350500,Chr8_154350500
Chr8,154350652,Chr8_154350652
Chr8,154350836,Chr8_154350836
Chr8,154350931,Chr8_154350931
Chr8,154351117,Chr8_154351117
Chr8,154368746,Chr8_154368746
Chr8,154374416,Chr8_154374416
Chr8,154453527,Chr8_154453527
Chr8,154453715,Chr8_154453715
Chr8,154454048,Chr8_154454048
Chr8,154455345,Chr8_154455345
Chr8,154456106,Chr8_154456106
Chr8,154457445,Chr8_154457445
Chr8,154457534,Chr8_154457534
Chr8,154457797,Chr8_154457797
Chr8,154457799,Chr8_154457799
Chr8,154458145,Chr8_154458145
Chr8,154458244,Chr8_154458244
Chr8,154466015,Chr8_154466015
Chr8,154466213,Chr8_154466213
Chr8,154467153,Chr8_154467153
Chr8,154472252,Chr8_154472252
Chr8,154472902,Chr8_154472902
Chr8,154482997,Chr8_154482997
Chr8,154485700,Chr8_154485700
Chr8,154486201,Chr8_154486201
Chr8,154491852,Chr8_154491852
Chr8,154491931,Chr8_154491931
Chr8,154492328,Chr8_154492328
Chr8,154494923,Chr8_154494923
Chr8,154552980,Chr8_154552980
Chr8,154552992,Chr8_154552992
Chr8,154553162,Chr8_154553162
Chr8,154553394,Chr8_154553394
Chr8,154553973,Chr8_154553973
Chr8,154554047,Chr8_154554047
Chr8,154554094,Chr8_154554094
Chr8,154554487,Chr8_154554487
Chr8,154554488,Chr8_154554488
Chr8,154554536,Chr8_154554536
Chr8,154554718,Chr8_154554718
Chr8,154555012,Chr8_154555012
Chr8,154569606,Chr8_154569606
Chr8,154569618,Chr8_154569618
Chr8,154569687,Chr8_154569687
Chr8,154570270,Chr8_154570270
Chr8,154570760,Chr8_154570760
Chr8,154575437,Chr8_154575437
Chr8,154575719,Chr8_154575719
Chr8,154585142,Chr8_154585142
Chr8,154585201,Chr8_154585201
Chr8,154586488,Chr8_154586488
Chr8,154587036,Chr8_154587036
Chr8,154616204,Chr8_154616204
Chr8,154618821,Chr8_154618821
Chr8,154620013,Chr8_154620013
Chr8,154701964,Chr8_154701964
Chr8,154702329,Chr8_154702329
Chr8,154702877,Chr8_154702877
Chr8,154704231,Chr8_154704231
Chr8,154704302,Chr8_154704302
Chr8,154704308,Chr8_154704308
Chr8,154704392,Chr8_154704392
Chr8,154704572,Chr8_154704572
Chr8,154708670,Chr8_154708670
Chr8,154708671,Chr8_154708671
Chr8,154708729,Chr8_154708729
Chr8,154709157,Chr8_154709157
Chr8,154715285,Chr8_154715285
Chr8,154716664,Chr8_154716664
Chr8,154717467,Chr8_154717467
Chr8,154717480,Chr8_154717480
Chr8,154718375,Chr8_154718375
Chr8,154730290,Chr8_154730290
Chr8,154750817,Chr8_154750817
Chr8,154750846,Chr8_154750846
Chr8,154751053,Chr8_154751053
Chr8,154751189,Chr8_154751189
Chr8,154753575,Chr8_154753575
Chr8,154753636,Chr8_154753636
Chr8,154753670,Chr8_154753670
Chr8,154754408,Chr8_154754408
Chr8,154851294,Chr8_154851294
Chr8,154851344,Chr8_154851344
Chr8,154851553,Chr8_154851553
Chr8,154852948,Chr8_154852948
Chr8,154854185,Chr8_154854185
Chr8,154854335,Chr8_154854335
Chr8,154854542,Chr8_154854542
Chr8,154854544,Chr8_154854544
Chr8,154854801,Chr8_154854801
Chr8,154855126,Chr8_154855126
Chr8,154855183,Chr8_154855183
Chr8,154855582,Chr8_154855582
Chr8,154855940,Chr8_154855940
Chr8,154855998,Chr8_154855998
Chr8,154889336,Chr8_154889336
Chr8,154890244,Chr8_154890244
Chr8,154891690,Chr8_154891690
Chr8,154894884,Chr8_154894884
Chr8,154894946,Chr8_154894946
Chr8,154895168,Chr8_154895168
Chr8,154900234,Chr8_154900234
Chr8,154900492,Chr8_154900492
Chr8,154906611,Chr8_154906611
Chr8,154907936,Chr8_154907936
Chr8,154908101,Chr8_154908101
Chr8,154908824,Chr8_154908824
Chr8,154909200,Chr8_154909200
Chr8,154909820,Chr8_154909820
Chr8,154910251,Chr8_154910251
Chr8,154910341,Chr8_154910341
Chr8,154934727,Chr8_154934727
Chr8,154935027,Chr8_154935027
Chr8,154935138,Chr8_154935138
Chr8,154935217,Chr8_154935217
Chr8,154935293,Chr8_154935293
Chr8,154938272,Chr8_154938272
Chr8,154938572,Chr8_154938572
Chr8,154938590,Chr8_154938590
Chr8,154938674,Chr8_154938674
Chr8,154938728,Chr8_154938728
Chr8,154938730,Chr8_154938730
Chr8,154938887,Chr8_154938887
Chr8,154938894,Chr8_154938894
Chr8,155017863,Chr8_155017863
Chr8,155018946,Chr8_155018946
Chr8,155019126,Chr8_155019126
Chr8,155019240,Chr8_155019240
Chr8,155019475,Chr8_155019475
Chr8,155128960,Chr8_155128960
Chr8,155129029,Chr8_155129029
Chr8,155129151,Chr8_155129151
Chr8,155129208,Chr8_155129208
Chr8,155129253,Chr8_155129253
Chr8,155131218,Chr8_155131218
Chr8,155131289,Chr8_155131289
Chr8,155131541,Chr8_155131541
Chr8,155138003,Chr8_155138003
Chr8,155138092,Chr8_155138092
Chr8,155138203,Chr8_155138203
Chr8,155138280,Chr8_155138280
Chr8,155138944,Chr8_155138944
Chr8,155349533,Chr8_155349533
Chr8,155351224,Chr8_155351224
Chr8,155351248,Chr8_155351248
Chr8,155366351,Chr8_155366351
Chr8,155375690,Chr8_155375690
Chr8,155437124,Chr8_155437124
Chr8,155437347,Chr8_155437347
Chr8,155437372,Chr8_155437372
Chr8,155437461,Chr8_155437461
Chr8,155437470,Chr8_155437470
Chr8,155437500,Chr8_155437500
Chr8,155437617,Chr8_155437617
Chr8,155438917,Chr8_155438917
Chr8,155439004,Chr8_155439004
Chr8,155439098,Chr8_155439098
Chr8,155559601,Chr8_155559601
Chr8,15537685,Chr8_15537685
Chr8,15537729,Chr8_15537729
Chr8,15538585,Chr8_15538585
Chr8,15538687,Chr8_15538687
Chr8,15538699,Chr8_15538699
Chr8,15539385,Chr8_15539385
Chr8,155606833,Chr8_155606833
Chr8,155606990,Chr8_155606990
Chr8,155607038,Chr8_155607038
Chr8,155607961,Chr8_155607961
Chr8,155608719,Chr8_155608719
Chr8,155611718,Chr8_155611718
Chr8,155611842,Chr8_155611842
Chr8,155611887,Chr8_155611887
Chr8,15542324,Chr8_15542324
Chr8,15543236,Chr8_15543236
Chr8,15543305,Chr8_15543305
Chr8,15543776,Chr8_15543776
Chr8,155648838,Chr8_155648838
Chr8,155648982,Chr8_155648982
Chr8,155648986,Chr8_155648986
Chr8,15544342,Chr8_15544342
Chr8,15544365,Chr8_15544365
Chr8,15544404,Chr8_15544404
Chr8,15544535,Chr8_15544535
Chr8,15544596,Chr8_15544596
Chr8,15544742,Chr8_15544742
Chr8,15544759,Chr8_15544759
Chr8,15544979,Chr8_15544979
Chr8,15545199,Chr8_15545199
Chr8,15545289,Chr8_15545289
Chr8,15546600,Chr8_15546600
Chr8,15546669,Chr8_15546669
Chr8,15546698,Chr8_15546698
Chr8,15547170,Chr8_15547170
Chr8,155682103,Chr8_155682103
Chr8,155682112,Chr8_155682112
Chr8,155682187,Chr8_155682187
Chr8,15547297,Chr8_15547297
Chr8,15547338,Chr8_15547338
Chr8,15547817,Chr8_15547817
Chr8,15548186,Chr8_15548186
Chr8,15548189,Chr8_15548189
Chr8,15549065,Chr8_15549065
Chr8,155789595,Chr8_155789595
Chr8,155789713,Chr8_155789713
Chr8,155792683,Chr8_155792683
Chr8,155793076,Chr8_155793076
Chr8,155793238,Chr8_155793238
Chr8,155793249,Chr8_155793249
Chr8,155794309,Chr8_155794309
Chr8,155794615,Chr8_155794615
Chr8,155808056,Chr8_155808056
Chr8,155808443,Chr8_155808443
Chr8,155810063,Chr8_155810063
Chr8,155810577,Chr8_155810577
Chr8,155810725,Chr8_155810725
Chr8,155810998,Chr8_155810998
Chr8,155811032,Chr8_155811032
Chr8,155811470,Chr8_155811470
Chr8,155814422,Chr8_155814422
Chr8,155815851,Chr8_155815851
Chr8,155815897,Chr8_155815897
Chr8,155816550,Chr8_155816550
Chr8,155818179,Chr8_155818179
Chr8,155818900,Chr8_155818900
Chr8,155860381,Chr8_155860381
Chr8,155860466,Chr8_155860466
Chr8,155860469,Chr8_155860469
Chr8,155860542,Chr8_155860542
Chr8,155861552,Chr8_155861552
Chr8,155861875,Chr8_155861875
Chr8,155863800,Chr8_155863800
Chr8,155864229,Chr8_155864229
Chr8,155866225,Chr8_155866225
Chr8,155866330,Chr8_155866330
Chr8,155866692,Chr8_155866692
Chr8,156255397,Chr8_156255397
Chr8,156255396,Chr8_156255396
Chr8,156255284,Chr8_156255284
Chr8,156255265,Chr8_156255265
Chr8,156251292,Chr8_156251292
Chr8,156250368,Chr8_156250368
Chr8,156250138,Chr8_156250138
Chr8,156249642,Chr8_156249642
Chr8,156248722,Chr8_156248722
Chr8,156368303,Chr8_156368303
Chr8,156370416,Chr8_156370416
Chr8,156377508,Chr8_156377508
Chr8,156377567,Chr8_156377567
Chr8,156430621,Chr8_156430621
Chr8,156430651,Chr8_156430651
Chr8,156442728,Chr8_156442728
Chr8,156442867,Chr8_156442867
Chr8,156444157,Chr8_156444157
Chr8,156444169,Chr8_156444169
Chr8,156444220,Chr8_156444220
Chr8,156531750,Chr8_156531750
Chr8,156536750,Chr8_156536750
Chr8,156539917,Chr8_156539917
Chr8,156539921,Chr8_156539921
Chr8,156539944,Chr8_156539944
Chr8,1662325,Chr8_1662325
Chr8,156788498,Chr8_156788498
Chr8,156789525,Chr8_156789525
Chr8,156789536,Chr8_156789536
Chr8,156789869,Chr8_156789869
Chr8,156789980,Chr8_156789980
Chr8,156790008,Chr8_156790008
Chr8,156790352,Chr8_156790352
Chr8,156790428,Chr8_156790428
Chr8,156790784,Chr8_156790784
Chr8,156906995,Chr8_156906995
Chr8,156911631,Chr8_156911631
Chr8,156919195,Chr8_156919195
Chr8,156957703,Chr8_156957703
Chr8,156957732,Chr8_156957732
Chr8,156957735,Chr8_156957735
Chr8,1665463,Chr8_1665463
Chr8,1665631,Chr8_1665631
Chr8,1665734,Chr8_1665734
Chr8,157106529,Chr8_157106529
Chr8,157107076,Chr8_157107076
Chr8,15646974,Chr8_15646974
Chr8,1666687,Chr8_1666687
Chr8,157266980,Chr8_157266980
Chr8,157267235,Chr8_157267235
Chr8,157267313,Chr8_157267313
Chr8,157267319,Chr8_157267319
Chr8,157267346,Chr8_157267346
Chr8,157268543,Chr8_157268543
Chr8,157375777,Chr8_157375777
Chr8,157376957,Chr8_157376957
Chr8,157377281,Chr8_157377281
Chr8,157378013,Chr8_157378013
Chr8,157378414,Chr8_157378414
Chr8,157387629,Chr8_157387629
Chr8,157389029,Chr8_157389029
Chr8,157389062,Chr8_157389062
Chr8,157471810,Chr8_157471810
Chr8,157471638,Chr8_157471638
Chr8,157471271,Chr8_157471271
Chr8,157471010,Chr8_157471010
Chr8,157470983,Chr8_157470983
Chr8,157470712,Chr8_157470712
Chr8,15712725,Chr8_15712725
Chr8,15712764,Chr8_15712764
Chr8,15712853,Chr8_15712853
Chr8,15712893,Chr8_15712893
Chr8,15712898,Chr8_15712898
Chr8,15712972,Chr8_15712972
Chr8,15713049,Chr8_15713049
Chr8,15713309,Chr8_15713309
Chr8,157449055,Chr8_157449055
Chr8,157448966,Chr8_157448966
Chr8,157448921,Chr8_157448921
Chr8,157448687,Chr8_157448687
Chr8,157448670,Chr8_157448670
Chr8,157448234,Chr8_157448234
Chr8,157448021,Chr8_157448021
Chr8,157446085,Chr8_157446085
Chr8,157446044,Chr8_157446044
Chr8,157445929,Chr8_157445929
Chr8,157445851,Chr8_157445851
Chr8,157445813,Chr8_157445813
Chr8,157444632,Chr8_157444632
Chr8,157443724,Chr8_157443724
Chr8,157443695,Chr8_157443695
Chr8,157443297,Chr8_157443297
Chr8,157443000,Chr8_157443000
Chr8,157442462,Chr8_157442462
Chr8,157442375,Chr8_157442375
Chr8,157442320,Chr8_157442320
Chr8,157431325,Chr8_157431325
Chr8,15716592,Chr8_15716592
Chr8,15716640,Chr8_15716640
Chr8,15717065,Chr8_15717065
Chr8,157562364,Chr8_157562364
Chr8,157566917,Chr8_157566917
Chr8,157567253,Chr8_157567253
Chr8,157706368,Chr8_157706368
Chr8,157722475,Chr8_157722475
Chr8,157722922,Chr8_157722922
Chr8,157723091,Chr8_157723091
Chr8,157725347,Chr8_157725347
Chr8,157725458,Chr8_157725458
Chr8,157816191,Chr8_157816191
Chr8,157817544,Chr8_157817544
Chr8,157967799,Chr8_157967799
Chr8,157968627,Chr8_157968627
Chr8,157968983,Chr8_157968983
Chr8,157971335,Chr8_157971335
Chr8,157971863,Chr8_157971863
Chr8,157971971,Chr8_157971971
Chr8,158272512,Chr8_158272512
Chr8,158272856,Chr8_158272856
Chr8,158313441,Chr8_158313441
Chr8,158416652,Chr8_158416652
Chr8,158416904,Chr8_158416904
Chr8,158417213,Chr8_158417213
Chr8,158417406,Chr8_158417406
Chr8,158417409,Chr8_158417409
Chr8,158524663,Chr8_158524663
Chr8,158524816,Chr8_158524816
Chr8,158524865,Chr8_158524865
Chr8,158526850,Chr8_158526850
Chr8,158590614,Chr8_158590614
Chr8,158591566,Chr8_158591566
Chr8,158592734,Chr8_158592734
Chr8,158594673,Chr8_158594673
Chr8,158768885,Chr8_158768885
Chr8,158768970,Chr8_158768970
Chr8,158769154,Chr8_158769154
Chr8,158769200,Chr8_158769200
Chr8,158769404,Chr8_158769404
Chr8,158788333,Chr8_158788333
Chr8,158788476,Chr8_158788476
Chr8,158790712,Chr8_158790712
Chr8,158793828,Chr8_158793828
Chr8,158793842,Chr8_158793842
Chr8,158881001,Chr8_158881001
Chr8,158900975,Chr8_158900975
Chr8,158902001,Chr8_158902001
Chr8,158904627,Chr8_158904627
Chr8,158905868,Chr8_158905868
Chr8,159020693,Chr8_159020693
Chr8,15867317,Chr8_15867317
Chr8,15867402,Chr8_15867402
Chr8,15867480,Chr8_15867480
Chr8,15867482,Chr8_15867482
Chr8,15867513,Chr8_15867513
Chr8,15867522,Chr8_15867522
Chr8,15867601,Chr8_15867601
Chr8,15867610,Chr8_15867610
Chr8,15868717,Chr8_15868717
Chr8,15869501,Chr8_15869501
Chr8,15871192,Chr8_15871192
Chr8,15871300,Chr8_15871300
Chr8,15871420,Chr8_15871420
Chr8,15871519,Chr8_15871519
Chr8,15871561,Chr8_15871561
Chr8,15871767,Chr8_15871767
Chr8,15872185,Chr8_15872185
Chr8,15872306,Chr8_15872306
Chr8,159247523,Chr8_159247523
Chr8,159250313,Chr8_159250313
Chr8,159402835,Chr8_159402835
Chr8,159402972,Chr8_159402972
Chr8,159403681,Chr8_159403681
Chr8,159403783,Chr8_159403783
Chr8,159455422,Chr8_159455422
Chr8,159456623,Chr8_159456623
Chr8,159456817,Chr8_159456817
Chr8,159515426,Chr8_159515426
Chr8,159899176,Chr8_159899176
Chr8,159899229,Chr8_159899229
Chr8,159899596,Chr8_159899596
Chr8,159899692,Chr8_159899692
Chr8,159899713,Chr8_159899713
Chr8,159899881,Chr8_159899881
Chr8,159899962,Chr8_159899962
Chr8,159900004,Chr8_159900004
Chr8,159900142,Chr8_159900142
Chr8,159900211,Chr8_159900211
Chr8,159900409,Chr8_159900409
Chr8,159900609,Chr8_159900609
Chr8,159900895,Chr8_159900895
Chr8,159901216,Chr8_159901216
Chr8,159901303,Chr8_159901303
Chr8,159901492,Chr8_159901492
Chr8,159901897,Chr8_159901897
Chr8,159901918,Chr8_159901918
Chr8,159901922,Chr8_159901922
Chr8,159902095,Chr8_159902095
Chr8,159902384,Chr8_159902384
Chr8,159902400,Chr8_159902400
Chr8,160094962,Chr8_160094962
Chr8,160094797,Chr8_160094797
Chr8,160094780,Chr8_160094780
Chr8,160094557,Chr8_160094557
Chr8,160094532,Chr8_160094532
Chr8,160094321,Chr8_160094321
Chr8,160094269,Chr8_160094269
Chr8,160094233,Chr8_160094233
Chr8,160094144,Chr8_160094144
Chr8,160093925,Chr8_160093925
Chr8,160091882,Chr8_160091882
Chr8,160235001,Chr8_160235001
Chr8,160235624,Chr8_160235624
Chr8,160235638,Chr8_160235638
Chr8,160278876,Chr8_160278876
Chr8,160279032,Chr8_160279032
Chr8,160441192,Chr8_160441192
Chr8,160441424,Chr8_160441424
Chr8,160441667,Chr8_160441667
Chr8,160441727,Chr8_160441727
Chr8,160441927,Chr8_160441927
Chr8,160442092,Chr8_160442092
Chr8,160442164,Chr8_160442164
Chr8,160442366,Chr8_160442366
Chr8,160442539,Chr8_160442539
Chr8,160443297,Chr8_160443297
Chr8,160445817,Chr8_160445817
Chr8,160446000,Chr8_160446000
Chr8,160446134,Chr8_160446134
Chr8,160446510,Chr8_160446510
Chr8,160446629,Chr8_160446629
Chr8,160446670,Chr8_160446670
Chr8,160447009,Chr8_160447009
Chr8,160448617,Chr8_160448617
Chr8,160448623,Chr8_160448623
Chr8,160449349,Chr8_160449349
Chr8,160449362,Chr8_160449362
Chr8,160449427,Chr8_160449427
Chr8,160450431,Chr8_160450431
Chr8,160450753,Chr8_160450753
Chr8,160451329,Chr8_160451329
Chr8,160454241,Chr8_160454241
Chr8,160454324,Chr8_160454324
Chr8,160455343,Chr8_160455343
Chr8,160628530,Chr8_160628530
Chr8,160628890,Chr8_160628890
Chr8,160629051,Chr8_160629051
Chr8,160629230,Chr8_160629230
Chr8,160629369,Chr8_160629369
Chr8,160629562,Chr8_160629562
Chr8,160629657,Chr8_160629657
Chr8,160629670,Chr8_160629670
Chr8,160629801,Chr8_160629801
Chr8,160630198,Chr8_160630198
Chr8,160671851,Chr8_160671851
Chr8,160677937,Chr8_160677937
Chr8,160678186,Chr8_160678186
Chr8,160744894,Chr8_160744894
Chr8,160745032,Chr8_160745032
Chr8,160747115,Chr8_160747115
Chr8,160747429,Chr8_160747429
Chr8,160748516,Chr8_160748516
Chr8,160748607,Chr8_160748607
Chr8,160748694,Chr8_160748694
Chr8,160748744,Chr8_160748744
Chr8,160748769,Chr8_160748769
Chr8,160754319,Chr8_160754319
Chr8,160754337,Chr8_160754337
Chr8,160754864,Chr8_160754864
Chr8,160758278,Chr8_160758278
Chr8,160759173,Chr8_160759173
Chr8,160759238,Chr8_160759238
Chr8,160818786,Chr8_160818786
Chr8,160824126,Chr8_160824126
Chr8,160825091,Chr8_160825091
Chr8,160889401,Chr8_160889401
Chr8,161009650,Chr8_161009650
Chr8,161020569,Chr8_161020569
Chr8,161021684,Chr8_161021684
Chr8,161174853,Chr8_161174853
Chr8,161175963,Chr8_161175963
Chr8,161176777,Chr8_161176777
Chr8,161195932,Chr8_161195932
Chr8,161195942,Chr8_161195942
Chr8,161195993,Chr8_161195993
Chr8,161196010,Chr8_161196010
Chr8,161196231,Chr8_161196231
Chr8,161197251,Chr8_161197251
Chr8,161197362,Chr8_161197362
